Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL424162,,0,368.54,0,4.74,22,C#CCSCC[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12,IC50,'=',1000.0,nM,6.0,,,UO_0000065,16.28,0.32,1.26,17.57,False,CHEMBL661698,In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes,B,BAO_0000019,assay format,None,CHEMBL3987910,Placenta,None,Microsomes,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129479,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL349514,,0,418.67,1,6.21,51,CCSC(C[C@]12CCC(=O)C=C1CCC1C2=CC[C@]2(C)C(=O)CCC12)SCC,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,False,CHEMBL661698,In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes,B,BAO_0000019,assay format,None,CHEMBL3987910,Placenta,None,Microsomes,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129479,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL311077,,0,374.52,0,4.81,5,CC(=O)OCC12CCCC=C1CCC1C2CCC2(C)C(OC(C)=O)CCC12,IC50,'=',38000.0,nM,4.42,,,UO_0000065,11.8,0.22,-0.39,8.4,False,CHEMBL666801,Inhibition of 1 uM [1-beta-3H]-androstenedione binding to human placental microsome Cytochrome P450 19A1,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125884,1,Scientific Literature,J. Med. Chem.,1991.0,None,
CHEMBL25588,,0,300.44,0,4.33,6a,C[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,IC50,'=',350.0,nM,6.46,,,UO_0000065,21.49,0.4,2.13,18.91,False,CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127822,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL1083970,,0,322.28,0,2.49,5,O=c1c2cccnc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,IC50,'=',101.0,nM,7.0,,,UO_0000065,21.71,0.4,4.51,6.72,False,CHEMBL1118851,Inhibition of aromatase from human placental microsomes,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155447,1,Scientific Literature,J. Med. Chem.,2010.0,None,
CHEMBL151691,,0,218.26,0,0.92,6,CN1C(=O)CC(C)(c2ccc(N)cc2)C1=O,IC50,'=',15660.0,nM,4.8,,,UO_0000065,22.02,0.41,3.89,7.58,False,CHEMBL663078,Inhibition of Cytochrome P450 19A1 against testosterone at 1.5 uM (Km=0.13 uM),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1123156,1,Scientific Literature,J. Med. Chem.,1986.0,None,
CHEMBL307690,,0,300.49,1,5.54,19b,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCCC=C12,IC50,'=',0.32,nM,9.49,,,UO_0000065,31.6,0.59,3.95,55.62,False,CHEMBL661696,In vitro inhibition of cytochrome P450 19A1 in human placental microsomes,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129695,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL324326,,0,312.38,0,3.81,5,N#Cc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,IC50,'=',50.0,nM,7.3,,,UO_0000065,23.37,0.42,3.49,15.69,False,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131917,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999.0,None,
CHEMBL281947,,0,298.39,0,2.48,(+)-1h,Nc1ccc(C23CC2C(=O)N(CC2CCCCC2)C3=O)cc1,IC50,'=',230.0,nM,6.64,,,UO_0000065,,,,,False,CHEMBL692480,In vitro inhibition of estrogen production in hamster ovarian tissue,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125660,1,Scientific Literature,J. Med. Chem.,1991.0,None,
CHEMBL1172400,,0,311.34,0,3.29,72,CC(=O)Oc1cc(/C=C/c2ccc(N)cc2)cc(OC(C)=O)c1,IC50,'=',2940.0,nM,5.53,,,UO_0000065,17.77,0.33,2.24,7.04,False,CHEMBL1175842,Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1177666,1,Scientific Literature,Bioorg. Med. Chem.,2010.0,None,
CHEMBL87477,,0,285.34,0,3.47,44,COc1cc(/C=C/c2ccc(N)cc2)cc(OC)c1OC,IC50,'=',900.0,nM,6.05,,,UO_0000065,21.19,0.39,2.58,11.26,False,CHEMBL1175842,Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1177666,1,Scientific Literature,Bioorg. Med. Chem.,2010.0,None,
CHEMBL1173067,,0,285.34,0,3.47,45,COc1ccc(/C=C/c2ccc(N)cc2)c(OC)c1OC,IC50,'=',3570.0,nM,5.45,,,UO_0000065,19.09,0.35,1.98,10.14,False,CHEMBL1175842,Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1177666,1,Scientific Literature,Bioorg. Med. Chem.,2010.0,None,
CHEMBL1173130,,0,239.27,0,3.17,48,Nc1ccc(/C=C/c2ccc3c(c2)OCO3)cc1,IC50,'=',8490.0,nM,5.07,,,UO_0000065,21.19,0.38,1.9,11.4,False,CHEMBL1175842,Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1177666,1,Scientific Literature,Bioorg. Med. Chem.,2010.0,None,
CHEMBL165552,,0,528.65,2,6.63,21,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCSSc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C1CCC2=O,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,False,CHEMBL661698,In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes,B,BAO_0000019,assay format,None,CHEMBL3987910,Placenta,None,Microsomes,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129479,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL1688898,,0,362.39,0,3.63,10,COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,IC50,'=',127.0,nM,6.9,,,UO_0000065,19.03,0.35,3.27,10.37,True,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1687929,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL95109,,0,306.37,0,4.00,5 (trans),COc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,IC50,'=',91.0,nM,7.04,,,UO_0000065,22.98,0.42,3.04,19.41,True,CHEMBL649354,Inhibition of aromatase activity in human placental microsomes,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1135202,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,None,
CHEMBL31760,,0,195.22,0,2.27,6,C=C(c1ccc(C#N)cc1)n1ccnc1,IC50,'=',0.7,nM,9.15,,,UO_0000065,46.9,0.83,6.88,22.0,True,CHEMBL662433,In vitro inhibition of human placental Cytochrome P450 19A1,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1126687,1,Scientific Literature,J. Med. Chem.,1993.0,None,
CHEMBL88842,,0,246.31,0,1.95,Page 2677,CCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,IC50,'=',4000.0,nM,5.4,,,UO_0000065,21.92,0.41,3.45,9.14,False,CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125058,1,Scientific Literature,J. Med. Chem.,1990.0,None,
CHEMBL319026,,0,273.38,0,3.24,19,CC1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,IC50,'=',96.0,nM,7.02,,,UO_0000065,25.67,0.48,3.78,17.91,False,CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125012,1,Scientific Literature,J. Med. Chem.,1990.0,None,
CHEMBL113647,,0,271.36,0,3.34,6,O=C(OCc1cccnc1)C12CC3CC(CC(C3)C1)C2,IC50,'=',8000.0,nM,5.1,,,UO_0000065,18.78,0.35,1.76,13.01,False,CHEMBL664249,Inhibition of Cytochrome P450 19A1 in Human placental microsomes,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129610,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL24037,,0,342.52,1,5.50,5d,CCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,IC50,'=',510.0,nM,6.29,,,UO_0000065,18.37,0.34,0.79,18.43,False,CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127822,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL169251,,0,224.26,0,2.62,17,O=C1/C(=C\c2c[nH]cn2)CCc2ccccc21,IC50,'=',170.0,nM,6.77,,,UO_0000065,30.19,0.54,4.15,14.8,False,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129578,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL292899,,0,227.31,0,2.79,30,c1cnc2c(c1)C(CCn1ccnc1)CCC2,IC50,'=',380.0,nM,6.42,,,UO_0000065,28.24,0.52,3.63,20.91,False,CHEMBL885077,50% in vitro inhibitory concentration against Cytochrome P450 19A1 from human placental microsomes by thiobarbituric acid assay,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133604,1,Scientific Literature,J. Med. Chem.,2000.0,None,
CHEMBL37321,,0,302.42,0,3.46,19,CCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,'=',6600.0,nM,5.18,,,UO_0000065,17.13,0.32,1.72,10.31,False,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1123885,1,Scientific Literature,J. Med. Chem.,1987.0,None,
CHEMBL73367,,0,288.48,0,4.95,15a,C[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,IC50,'=',1.6,nM,8.8,,,UO_0000065,30.49,0.57,3.85,43.48,False,CHEMBL661696,In vitro inhibition of cytochrome P450 19A1 in human placental microsomes,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129695,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL103685,,0,247.34,0,3.24,26,CC(C)(C(=O)OC1CCCCC1)c1ccncc1,IC50,'=',13000.0,nM,4.89,,,UO_0000065,19.75,0.37,1.65,12.47,False,CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125012,1,Scientific Literature,J. Med. Chem.,1990.0,None,
CHEMBL74339,,0,302.5,1,5.34,14b,CC[C@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12,IC50,'=',1.3,nM,8.89,,,UO_0000065,29.38,0.55,3.55,43.93,False,CHEMBL661696,In vitro inhibition of cytochrome P450 19A1 in human placental microsomes,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129695,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL307643,,0,288.43,0,3.88,4a,CC12CCC3C(C[C@H](O)C4=CCCCC43C)C1CCC2=O,IC50,'=',0.19,nM,9.72,,,UO_0000065,33.7,0.63,5.84,26.06,False,CHEMBL661696,In vitro inhibition of cytochrome P450 19A1 in human placental microsomes,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129695,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL1939543,,0,424.16,1,6.01,3bb,Cc1cc(Br)ccc1-c1nsc(-c2ccc(Br)cc2C)n1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1941245,Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1938272,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,None,
CHEMBL203869,,0,288.33,0,1.78,18,CC(C)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,IC50,'=',2810.0,nM,5.55,,,UO_0000065,19.25,0.4,3.77,6.19,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL202473,,0,314.36,0,2.31,6,CN(c1ccc([N+](=O)[O-])cc1OC1CCCC1)S(C)(=O)=O,IC50,'=',440.0,nM,6.36,,,UO_0000065,20.22,0.41,4.05,7.08,False,CHEMBL952107,Inhibition of aromatase in human SKBR3 cells by tritiated water release assay,B,BAO_0000219,cell-based format,None,None,None,SK-BR-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143195,1,Scientific Literature,J. Med. Chem.,2008.0,CHEMBL3308062,
CHEMBL166060,,0,424.32,0,4.81,42,C[C@]12CC=C3C(CCC4=CC(=O)CC[C@@]43CCI)C1CCC2=O,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL661698,In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes,B,BAO_0000019,assay format,None,CHEMBL3987910,Placenta,None,Microsomes,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129479,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL9298,FADROZOLE,0,223.28,0,2.68,Fadrozole,N#Cc1ccc(C2CCCc3cncn32)cc1,IC50,'=',30.0,nM,7.52,,,UO_0000065,33.69,0.6,4.84,18.08,True,CHEMBL1768623,Inhibition of human placental CYP19 using [1beta-3H]androstenedione substrate,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1765045,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL212741,,0,172.23,0,2.24,15,Cc1ccc(Cn2ccnc2)cc1,IC50,'=',24500.0,nM,4.61,,,UO_0000065,26.77,0.48,2.37,25.87,False,CHEMBL1054920,Inhibition of aromatase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153473,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,
CHEMBL495567,,0,335.79,1,5.19,"9, NSC-12999",COc1ccc2nc3cc(Cl)ccc3c(Nc3cccnc3)c2c1,IC50,'=',76.0,nM,7.12,,,UO_0000065,21.2,0.41,1.93,15.13,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL497614,,0,373.24,0,4.66,"14, NSC-75308",COc1ccc(/C(=N/Nc2cnnc(Cl)c2Cl)c2ccccc2)cc1,IC50,'=',5600.0,nM,5.25,,,UO_0000065,14.07,0.29,0.59,8.84,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL54803,,0,223.28,0,2.67,"Table S2, R27C1",c1cc(CCn2ccnc2)c2cccnc2c1,IC50,'=',350.0,nM,6.46,,,UO_0000065,28.91,0.52,3.79,21.02,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL186079,,0,481.57,1,6.73,"Table S2, R33C1",COc1ccc(-c2c(SCc3ccncc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,IC50,'=',530.0,nM,6.28,,,UO_0000065,13.03,0.24,-0.45,10.19,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL189472,,0,348.36,0,3.66,"Table S2, R48C1",COc1ccc(-c2c(-n3ccnc3)oc3cc(OC)ccc3c2=O)cc1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,16.36,0.3,2.04,8.57,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL299066,,0,195.22,0,2.42,"Table S2, R56C1",c1cc2cc(-n3ccnc3)ccc2cn1,IC50,'=',3060.0,nM,5.51,,,UO_0000065,28.25,0.5,3.09,17.96,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL190099,,0,319.32,0,3.05,"Table S2, R70C1",COc1ccc2c(=O)c(-c3ccccc3)c(-n3cncn3)oc2c1,IC50,'=',18000.0,nM,4.75,,,UO_0000065,14.86,0.27,1.69,6.76,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL132530,FORMESTANE,4,302.41,0,3.97,4-OHA,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,IC50,'=',800.0,nM,6.1,,,UO_0000065,20.16,0.38,2.13,11.21,False,CHEMBL978974,"Inhibition of aromatase in human placental microsomes assessed as tritiated water release after 15 mins using [1-beta, 3H]androstenedione as substrate by scintillation counting",B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156709,1,Scientific Literature,Eur. J. Med. Chem.,2008.0,None,
CHEMBL454421,,0,469.71,1,6.60,5,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CCC(=O)NC(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,IC50,'>',500000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL978974,"Inhibition of aromatase in human placental microsomes assessed as tritiated water release after 15 mins using [1-beta, 3H]androstenedione as substrate by scintillation counting",B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156709,1,Scientific Literature,Eur. J. Med. Chem.,2008.0,None,
CHEMBL495777,,0,310.31,0,3.45,"11, NSC-131736",COc1ccc2c(Cc3cccc([N+](=O)[O-])c3)cncc2c1O,IC50,'=',1400.0,nM,5.85,,,UO_0000065,18.86,0.35,2.4,6.85,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL53068,,0,211.27,0,2.31,"Table S2, R19C1",C1=C(Cn2ccnc2)c2cccnc2CC1,IC50,'=',170.0,nM,6.77,,,UO_0000065,32.04,0.58,4.46,22.04,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL161230,,0,251.25,0,1.91,"Table S2, R23C1",N#Cc1ccc(Cn2ccnc2)c2occc(=O)c12,IC50,'=',240.0,nM,6.62,,,UO_0000065,26.35,0.48,4.71,9.22,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL377626,,0,357.37,0,3.59,"Table S2, R47C1",COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,IC50,'=',1800.0,nM,5.75,,,UO_0000065,16.08,0.29,2.15,7.09,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL184051,,0,389.48,1,5.46,"Table S2, R55C1",COc1ccc2c(=O)c(-c3ccc(C)cc3)c(SCc3ccncc3)oc2c1,IC50,'=',3000.0,nM,5.52,,,UO_0000065,14.18,0.27,0.06,10.55,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL376371,,0,309.37,0,4.10,"Table S2, R63C1",c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,IC50,'=',4000.0,nM,5.4,,,UO_0000065,17.45,0.31,1.3,17.58,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
